tech_score,exp_score,comm_score,final_score
93,66,92,81.47552338080892
49,70,88,64.61422419633615
92,81,81,88.94237075515908
83,78,94,80.9301797731965
86,56,68,69.40869535567133
92,35,32,62.298961326021434
49,95,71,71.21482841903756
85,53,56,68.86507285689137
52,67,57,60.51478892981694
76,57,83,75.67045769583228
77,57,44,63.43773559119539
63,95,82,75.83661749299267
41,90,99,67.99403689369369
61,75,33,65.31202312791305
56,98,46,64.88359202852016
75,72,63,77.38875262914398
53,88,35,61.17563725963986
49,31,65,43.11694533246241
74,44,68,63.590030743857
64,66,95,65.19682982398153
42,49,37,36.36996364193327
86,64,44,74.0342462427703
77,63,92,79.78884460652385
56,60,94,64.63488126811541
51,48,88,57.73840683693084
93,97,39,80.51618166347544
91,53,36,69.44939712567212
63,68,41,70.00739385432227
68,83,75,78.94848360126753
82,68,61,73.21971335536566
64,46,61,57.1840532261954
75,48,90,68.0180449761425
97,77,98,84.14466322079784
99,64,90,84.28543576385805
65,61,75,69.1711589625173
77,76,97,76.03990868262487
40,76,84,58.19971339407767
59,93,30,57.80909428893571
94,75,96,92.62722315027588
67,64,78,61.93384185930901
55,46,54,55.063389536309174
86,71,45,78.4432030503654
56,58,42,52.183120770477636
79,99,81,81.96538292270323
67,46,65,62.67558976669202
97,43,73,84.01212572813202
51,53,76,63.30838780524994
66,86,49,68.23119779363806
93,79,47,75.18408715259211
92,86,83,87.23953765488659
81,90,41,67.25045570095229
98,68,54,77.42147437607991
86,84,89,88.2527297284695
69,65,63,64.76146457981716
80,66,42,65.19775429986703
73,43,67,62.52255697816384
76,56,41,61.65323091663353
45,60,65,57.27746570215189
46,73,57,49.66621899727783
71,97,68,80.8323378230734
71,77,72,72.7693081710478
92,86,60,85.97139080330604
64,51,31,46.55449010040429
72,33,71,64.51523161231495
94,75,60,84.21520272086278
97,88,90,101.26603755319623
46,63,85,54.736315482075106
91,40,43,63.17511948520906
96,60,43,65.67908676400374
51,40,58,44.98200827415365
55,85,79,75.97152076290327
55,67,79,64.87531431866176
82,50,92,70.76821542654929
92,39,94,77.16545680377496
75,55,97,73.0922479016384
52,37,40,35.55434448156622
46,37,43,34.059215416607366
75,89,32,76.13387312630134
86,63,37,72.98305382103442
90,45,72,65.47735036772212
48,42,38,43.56566609981057
71,51,48,56.82147583639249
50,56,41,55.4441888269923
47,93,56,64.83784589044512
72,31,87,57.17697522922313
62,55,54,58.90120417161984
64,98,74,75.99444633917986
95,59,77,80.40814032852836
47,37,79,47.849403074795056
84,67,73,76.82412677080431
61,90,88,70.84615095829409
98,94,62,83.66096046457757
43,96,57,55.467262579200444
79,75,47,66.15447677061647
42,72,84,61.5114156475168
68,88,62,75.04735918797552
80,75,44,78.60262646737817
68,64,90,70.05765471338827
73,68,40,68.4070459733765
73,80,65,73.7353130659207
67,33,44,53.69799116379806
52,80,82,70.44183715028962
54,34,91,58.31023540288709
99,84,77,90.64219994863737
62,49,44,51.43212040304527
83,53,92,77.17899204540517
65,65,72,73.22150584746893
43,63,79,57.07666198634234
65,83,89,73.22329543458476
79,63,88,80.10700151428054
48,46,44,39.67438304657697
94,34,58,67.00023248299006
44,47,69,44.99612539924177
95,84,60,84.09256934733509
71,82,40,74.33240000638789
59,79,91,74.60439818628238
89,74,37,64.7602144283788
50,42,80,50.50642902675138
54,45,86,50.20467634623261
71,42,33,59.99144589049431
67,49,65,58.28766417580319
61,95,48,68.97946410387426
80,76,53,74.02021211790284
56,48,70,57.42927584923886
98,74,78,72.33630230777723
65,66,75,69.1056371831974
83,83,65,76.65768468045272
46,35,39,45.52900594510167
81,43,36,61.61380634538131
96,33,41,69.2584917337737
65,84,77,69.45917549930851
64,63,66,58.45540693676622
49,56,65,58.751746736571135
98,36,89,80.41702252452028
84,32,37,60.11107204007322
58,76,36,60.10388450070489
50,31,72,50.80313803027023
52,54,87,53.1387045401596
92,89,75,93.07783968999998
47,53,63,51.22972130594194
79,44,51,62.272311600544384
43,43,50,42.30942162700239
86,83,44,64.35223085914598
70,35,34,55.175985328257696
67,47,46,51.80805827687368
50,49,48,49.84029125397395
82,91,34,70.998941400195
40,69,52,49.38237112058811
88,68,43,71.00423472234475
86,81,39,70.88329085301334
91,61,60,74.67052083118888
77,56,42,61.29544997850294
63,81,51,60.79767580561459
93,92,66,93.16435371927798
99,92,68,86.6927979792547
96,46,39,72.41037003122491
86,78,60,81.7411930411973
70,52,72,69.6196612200895
80,42,65,62.87257732073245
85,52,64,69.90630222282105
89,86,97,88.86079181743558
65,91,84,79.23607242007557
88,83,97,87.08813335937965
89,49,76,76.69239930238842
44,81,35,52.021040113864125
59,52,57,62.08598082170898
91,64,59,76.44128423989217
80,96,56,79.33952511521876
50,63,98,65.19753884186397
95,62,68,87.87750148611748
93,75,64,78.77407361234765
72,74,73,77.99712497629342
89,48,44,63.612068941685095
77,44,61,64.11914573842654
66,95,58,69.1261216541573
73,68,92,73.44343992673518
54,47,35,44.707269690958505
71,99,56,79.89108775401876
97,88,57,83.81377930225375
60,61,34,57.751035070525404
85,50,70,68.86585513687398
44,69,85,59.672308228933225
45,56,83,63.18799239235622
77,31,47,53.47254365340242
61,68,72,61.667358658031425
57,85,58,64.36895761582257
53,42,39,46.81209275680883
49,85,35,60.104020900097886
85,95,33,77.81492446546177
52,85,63,65.32598545090919
70,57,62,58.72836250318864
69,93,33,70.50784264293182
42,93,73,65.14150441190046
69,85,60,75.35800107611718
45,70,95,60.858240390470364
68,70,87,72.36632927118815
47,33,89,54.73178381197644
83,86,31,68.20679014607266
84,59,65,63.72510049138339
82,75,99,77.75525523647836
83,85,89,81.60340085103734
72,60,52,69.76203043248414
56,36,76,64.1462603057934
87,83,75,78.85278526655561
50,37,73,50.2790380448081
52,84,48,58.16571096163706
89,98,78,91.90597549568766
50,73,87,65.69947834490934
70,42,36,50.41708005782645
67,49,70,59.094280605052994
83,61,44,67.88489724252824
45,89,82,71.75126490899603
80,79,52,70.83104658814673
55,56,94,55.34320389551711
43,54,89,62.01511315052121
74,81,39,71.58646591066609
99,97,87,90.18556644938634
87,50,76,75.23171419685217
95,47,44,74.4583368148
98,68,38,77.4687276016762
65,44,42,60.91288430211032
96,82,52,85.77664073601953
51,67,62,59.52747743036406
50,77,38,56.71942035879827
76,81,32,69.37947182093436
64,57,54,64.2903400448956
57,45,65,54.25208952668074
58,45,49,57.04766633944989
62,64,83,68.35968812770315
94,46,48,70.92781198369045
77,81,89,79.05981046179491
93,41,66,70.50656100791875
57,77,32,59.59509759032588
65,51,48,62.465517136147824
45,78,82,64.82199598287727
43,81,75,57.22763996807026
83,30,85,59.505363170289456
90,95,99,96.99879091988718
68,93,60,87.31484137731823
98,37,82,75.1206939879689
73,54,63,62.981933310981994
56,95,60,72.60263104193648
82,99,89,84.1955845145821
82,80,40,80.4809917741375
92,82,35,79.66155097016767
55,44,56,51.766940490194344
41,79,36,47.52942385240723
73,67,78,76.6103449866159
94,69,89,83.27901348428615
47,95,62,67.94607341943406
52,68,76,63.595446724661436
81,46,73,75.35712059628875
47,36,56,46.29488840519707
69,68,51,80.68174016509009
71,97,76,82.57485764550069
75,64,77,72.8313500518092
86,80,59,76.8547746497152
69,76,31,67.88335267633488
40,65,44,46.46695952623549
82,93,76,80.22898194445564
78,42,56,60.4565764417286
56,47,56,52.339230322465745
98,50,42,83.64892011390722
59,94,84,75.96236521111545
63,37,46,48.49497302052197
89,77,88,90.64396816565268
61,72,39,60.84254642216822
68,82,62,77.4738171570613
61,56,66,70.05878900654949
83,48,37,55.84119618726086
48,52,62,40.124523637749036
76,79,36,78.85734469941235
49,80,63,57.66338787371272
75,72,36,57.80745040502009
76,80,70,73.37568530935494
67,98,84,74.86194569910035
67,70,36,57.83741339917621
81,40,47,66.17871721778411
82,81,72,77.90301482053103
60,52,69,51.31063577122754
63,78,82,71.46270050643624
81,67,43,64.944241532682
99,76,50,81.05326149753265
79,36,86,66.53947721725052
41,95,75,68.22741142072611
94,91,55,82.77306041681486
47,58,53,54.98891695022787
87,67,34,62.424421388162365
66,62,71,70.29382334369832
61,58,72,68.79465162866069
76,52,61,64.64882437533745
66,32,35,45.50704883375492
96,74,96,84.01199556267642
68,37,36,52.172564814721945
42,58,58,56.0803595956019
83,31,63,61.271109188427594
52,79,36,62.4572112319033
84,94,87,81.84308132446559
49,49,60,49.442285417757944
75,81,74,76.38201982774592
48,66,76,60.081974371239745
93,56,69,75.43619916645497
95,76,59,88.33321653143175
94,35,91,82.01171898370114
66,89,46,68.02589778301292
73,74,34,62.89751645568262
90,73,30,69.89792457741505
40,47,60,51.27195811149781
71,94,64,73.17492193445355
64,54,59,52.69304968032123
68,56,44,53.039208580982304
46,36,85,54.13487873452679
88,73,89,76.87320376321819
42,58,56,47.60539405427823
59,73,31,58.11079315474875
59,65,93,59.18947452663597
92,48,34,68.11136304612106
69,35,97,62.77715667702266
74,54,42,52.063472939754355
74,60,52,66.37612825081992
88,38,79,73.1790050260875
78,66,66,72.92338364616856
66,56,59,64.12155745738222
65,42,52,56.7905880798521
53,70,63,63.75076057031109
56,95,93,70.37068896983983
57,53,84,54.2158659554854
84,73,38,65.69339195006263
91,89,33,74.73920816560407
68,38,95,74.50978076797576
59,31,62,47.18343810838742
92,85,61,81.09114537204589
66,59,73,64.12844834551504
57,51,66,55.216260043810614
43,42,96,62.3760502801877
40,45,89,42.671975588102676
89,74,88,95.22685866642475
40,94,65,61.92347106596543
97,40,78,80.90742825354583
65,99,80,78.30184527473146
84,49,37,68.17634550750788
59,92,79,68.178202047273
91,41,70,65.02513614643279
62,91,67,84.6656050884808
49,71,84,72.16735779353161
98,98,97,92.5311082268501
50,87,47,64.0827357636723
80,34,94,74.78938457237824
80,56,93,78.70094119928973
44,57,41,46.258362171030434
97,55,70,89.12249659641209
40,78,71,61.038313118975076
56,50,89,56.16048167120466
61,30,79,53.36556849430896
73,87,65,70.25011522688054
95,84,77,87.56301574275591
84,55,37,65.20127292766253
80,54,54,70.77681307934236
68,62,36,63.503240794012164
43,98,37,60.24169643109505
44,35,60,46.306994856329624
50,52,41,54.01633377707248
95,59,86,81.27081128143148
90,83,95,76.9346911830975
60,40,41,60.75483976224386
74,60,56,61.64630064205285
51,35,75,54.47733320569308
65,40,36,49.99689374677212
90,41,90,82.2901548251743
58,95,87,70.09154192487075
84,82,87,80.44607250699268
99,65,42,74.91116587833476
46,46,82,55.97147948728235
86,57,94,80.0151852557655
94,51,78,80.72604116537478
46,36,64,47.23378521869531
65,44,46,59.56014447023445
79,40,96,75.44399702682209
44,53,39,53.27240148879133
60,96,63,73.11898289939977
53,59,33,52.49510495663163
43,99,58,71.63504313317397
62,95,75,80.48701305699275
81,90,75,85.09367217938242
59,70,88,61.127633218633406
54,80,90,60.58159300780501
89,73,97,88.86353164809653
91,42,95,80.36962410100446
84,41,63,63.28606740169697
68,38,34,53.96948613334891
47,77,38,49.634272134634124
80,78,49,76.06089691862324
87,82,50,81.09110406544279
58,85,46,66.65871327190541
87,69,41,74.0776782704847
78,53,96,72.6293886493732
85,62,34,66.84153205214551
67,52,89,72.69549290930837
85,83,82,85.87457427858102
96,82,81,91.24044499833772
66,78,77,72.23244908702968
43,78,48,57.757249180066125
97,89,46,89.19465344284728
54,94,83,68.66016470937353
74,61,97,77.66373642253916
76,50,64,64.66958068361463
40,47,70,49.66926665716769
42,89,42,60.27618273513923
86,42,62,60.74149353174628
63,53,44,50.78090081594373
66,59,92,65.80303474990905
79,31,44,53.9482776013944
75,54,60,64.88825549548608
73,79,57,80.06190439230997
68,43,39,60.59223442687661
63,35,86,56.297050995763875
63,59,62,65.94441680044292
81,59,36,65.18388663155635
43,67,34,50.11874642486376
42,87,86,59.39570335864723
73,70,69,64.69658224477794
96,86,57,88.8617426690298
88,65,65,76.66422905640043
62,93,85,78.51298576531683
92,45,76,82.66873797022015
95,43,69,73.00599982264978
91,60,88,79.95182301998751
62,95,72,82.74330619789598
84,97,95,90.18494640192017
44,94,38,53.783463756204476
70,84,35,70.87841079646293
92,69,94,84.31161927862897
80,54,32,58.48680891129409
96,54,66,77.84843299977204
96,32,62,74.13343010553956
99,98,38,80.70408946984641
93,55,82,73.48782110115354
45,69,80,58.79970470059745
76,67,55,63.59983661011305
96,67,45,70.71963659014713
49,97,69,67.43058033504221
79,36,80,71.83035236798175
46,59,68,58.24008678780319
78,48,84,69.66529485979318
77,64,65,77.11285994614788
60,62,94,76.0747978838442
59,62,74,65.35610745681795
42,67,38,46.869041806756826
90,39,66,77.71307912335391
61,86,30,69.89274278222301
86,57,95,80.36698076744612
43,67,92,66.11422745031487
67,45,72,57.49357673039585
51,50,57,41.563798596704984
77,35,60,56.14405446697276
90,70,98,86.63284840072284
75,44,37,57.72910180078307
86,32,63,70.00931415325545
80,72,78,69.7717225025395
44,76,87,54.86944210062974
52,43,76,57.91152232790153
62,95,54,63.12036671461648
97,58,32,70.94623254222152
89,33,74,69.32281466548037
69,55,81,63.94755402708782
76,41,63,65.78930607048144
64,31,98,50.59066303022165
87,46,37,73.85964044966687
66,64,56,61.74931982356323
90,39,92,74.24864068573666
53,72,54,72.36788601213287
96,50,87,73.6004977238531
87,44,77,66.87451023083888
98,64,30,81.22248639047301
86,89,37,69.3176825408282
93,73,50,80.8759022042431
75,34,58,56.268593755753365
78,47,59,56.81929719078674
55,50,32,51.53424677853651
95,80,36,81.48128695604754
61,70,40,59.506929274215004
60,53,61,68.44544472512185
93,53,88,76.14251337738169
60,67,41,62.632868119116594
47,73,67,60.43670756813525
88,86,53,85.25760882551151
55,88,94,70.17956585434914
98,63,47,70.37665303482115
94,52,75,74.18994273289974
70,72,85,73.28110718185951
81,69,92,83.00447769480408
49,76,36,54.58643381883107
71,70,95,76.57538510658014
98,76,69,94.22781093055048
73,49,83,67.67888975896959
48,94,60,61.53813191664804
56,97,81,75.50162332785365
50,53,60,44.32092175485913
71,65,63,59.010214053854924
49,74,36,53.229738268442
61,31,45,44.135497039018446
96,57,51,72.25880783381155
56,55,82,65.57386721955325
43,52,46,48.93122473815417
87,65,33,69.21512475689492
91,35,90,74.41483034315918
86,64,81,76.27742627744374
64,67,64,69.14670452029523
98,64,73,86.76270893130167
60,82,44,68.35466424552472
76,67,90,80.8246349802638
77,88,73,79.77024069909918
88,72,50,72.10894761878875
40,33,76,44.2634778908301
64,34,78,58.38312270005631
90,97,82,87.12986726365034
75,74,56,79.04934577375538
56,54,60,64.37430583308212
80,40,73,65.99966069866669
63,58,61,66.25439998839386
41,63,59,54.00010757669848
79,43,47,59.31689567165669
54,53,92,63.36005241288264
71,88,45,67.02871947468617
78,68,64,67.79998552995801
98,55,91,86.08451712792443
45,72,38,54.14404037201675
40,65,91,71.17043767668972
86,68,68,76.22265047498186
62,90,80,71.35518006425804
97,45,39,74.41377109177412
78,88,81,81.47471800043829
96,35,41,63.46189832994034
56,85,91,68.77093347378748
73,37,32,53.10234125889714
98,56,40,79.07225537339463
80,56,37,66.35812993029234
68,75,52,62.733038110289435
48,70,39,61.97359112248093
52,54,47,47.0631007220612
45,47,68,46.51335974490108
45,41,55,51.63513345316889
59,80,40,68.98780403773522
91,68,39,75.46778390828568
92,39,32,57.64693881118505
42,83,91,64.58449059263916
56,58,90,56.5646820249985
88,70,33,84.02372522847965
51,38,90,56.33583972070347
87,92,37,82.50747093814768
86,66,42,69.34862213808782
84,43,41,72.12833587303649
94,68,64,77.6876070465313
40,69,83,53.00588651596741
56,83,80,70.42442453692188
42,32,72,49.40032192904282
65,84,95,87.34347396526317
54,62,44,62.471489290949066
75,48,78,73.47542444816992
71,63,63,63.57399884855713
71,79,68,69.26829811117003
43,76,55,50.91076810990122
57,75,98,69.84673050704227
88,85,77,75.33362741201705
58,86,80,77.627289472495
82,80,33,66.47706653427257
91,83,56,75.85950732963252
74,57,71,66.27084111339633
79,48,85,64.18808484269192
53,56,98,66.1214529655123
97,77,47,76.1698885145359
72,48,90,70.9073463710163
53,80,33,61.72440446431126
73,36,30,50.553212841619754
94,58,79,76.61273463779061
43,72,99,58.88916572519069
63,98,49,65.2889013016134
98,87,49,82.79821260787982
68,37,75,60.43690301210535
58,71,56,54.58491997304158
45,71,55,51.59003672024427
96,42,61,73.58888301673305
72,55,39,60.47337962402385
88,47,41,52.96405206047409
79,71,53,74.56815914062072
58,80,80,75.19224803790934
92,45,67,70.03679282131658
40,32,75,35.925462616743175
44,74,37,47.77806151072258
66,51,84,61.13059227400839
55,52,60,61.099276677609595
45,88,45,52.43175983319744
79,91,49,74.80982728621618
52,97,67,76.89118280191641
87,83,44,78.00490280188662
74,86,63,76.3779871435055
58,52,48,53.69401514189194
51,89,98,76.68843326811657
55,84,92,73.12025570572654
98,92,61,98.06771505995926
82,85,66,89.5133204895457
49,84,95,70.26858427012665
64,54,36,55.21387049742943
59,55,77,62.21810398887492
70,78,40,63.56784925849393
43,92,60,61.768724668273364
83,74,73,71.08953346164641
62,68,74,62.63963116973813
41,94,85,69.63243476564352
95,98,61,91.79027188217427
61,85,50,65.36354895129455
90,38,60,70.4944660457538
96,99,30,91.23078307076484
76,57,40,61.17192861562127
47,74,97,57.92399061924298
46,55,65,55.63602948582408
53,57,88,63.881275735330405
95,69,96,91.19848062219809
94,44,85,71.21390134636209
42,35,80,39.99879304158671
89,56,58,74.22469697451122
55,67,31,54.774731126806
94,97,35,81.31411232975931
58,93,60,76.13370868508927
90,59,83,79.25054885395885
57,32,69,58.055110253452796
91,91,46,86.39109303317592
55,41,34,41.15048585551566
47,59,31,42.96533995717525
99,67,87,80.58894048485516
72,89,41,73.05630685570019
88,67,34,71.39053887470617
51,44,89,63.25046961672618
92,47,70,77.07541346311669
50,81,49,52.61019171767298
44,58,30,43.089702646108464
66,89,85,66.14781756809454
51,50,99,61.76686422284615
56,46,85,72.75374171449364
45,47,83,53.854091366275526
72,86,40,70.8059268469872
44,66,32,48.11341258860744
96,89,57,87.87925804575474
67,67,34,59.61882803073479
53,41,45,50.88927706878277
44,30,60,39.13791373833445
93,87,57,80.34512278266982
95,32,36,57.837601012045056
98,92,38,84.03736925044964
72,50,68,59.070883170006795
89,52,72,81.76268194661908
87,38,56,63.94529696103095
80,84,62,67.75492218589345
58,48,85,54.722872297123374
61,91,31,64.67521676481854
44,68,43,54.26177464534294
98,56,42,75.96963677863403
41,75,53,49.48830182926279
69,63,98,70.14385230032372
86,62,63,70.75829855375696
78,79,48,75.13317568507547
43,49,59,48.581475675571355
72,69,78,70.06298422093484
52,87,72,63.20270110573556
59,60,45,53.88529986752852
93,67,81,82.84243170355793
46,74,78,67.50410807634063
54,70,40,56.932983708634715
62,38,76,55.916972149834486
53,38,64,48.62733029649223
62,92,58,78.70947218707643
58,51,83,65.0236318995321
93,45,52,75.29355555587004
68,61,53,66.63695179296545
95,95,39,83.55029692859122
59,43,90,66.38892968973622
68,67,37,54.160933537505386
63,37,77,65.7547064967348
57,50,58,58.81069461690316
49,85,55,63.429500030935216
80,75,66,71.91506837905955
96,72,81,90.4547956940744
47,75,67,65.12523597466185
65,77,35,59.07795542552826
68,99,37,67.73011167829966
49,60,46,46.53195571528277
56,62,91,67.5399474466279
41,73,63,54.509214210930516
45,37,48,53.812417053435446
97,31,99,69.92954915024532
44,46,66,44.6469043122419
67,81,67,71.26012792395971
80,74,44,74.32505681216324
44,66,69,58.69872594680695
57,71,38,57.82248297128328
65,73,82,72.56196181039203
59,67,99,69.99216823031149
80,35,95,74.74682798508823
88,97,81,86.51872517928388
66,80,30,60.78504550279734
88,64,59,78.44716490882429
51,87,30,65.46169938187259
46,86,68,59.22875767798656
98,35,45,69.70591277576378
42,42,46,40.907865027101245
49,88,51,63.87382894546164
73,59,60,57.99362563402156
64,31,69,53.37138163254984
74,87,56,71.42895514789107
55,65,65,58.28823013073371
41,74,33,36.605590516759186
99,38,98,90.6222381378302
63,94,54,58.029022409619785
49,79,59,62.38103335000941
77,61,76,65.53040611300348
61,72,41,54.076434318116064
65,83,56,69.29011422544546
82,76,74,82.05623504433103
94,43,92,72.92262144118321
78,77,84,73.35972721352049
66,84,59,63.52550054744964
68,58,43,61.07353522376881
86,76,85,77.56402504058154
77,92,48,82.14356097401695
59,48,55,49.13108262490442
66,38,67,60.509004136585006
80,66,98,87.1233734005812
93,81,65,84.14410432298764
59,86,47,55.74818346564931
83,57,86,77.80034340670119
58,65,52,57.66840960198366
59,93,43,65.7917879089941
74,47,98,78.63022428394697
86,64,51,72.65787295476333
41,97,57,63.56716205749664
69,68,72,65.98974522200851
92,37,47,65.09692119382832
73,44,65,68.31595003720527
61,36,36,49.18163716022842
42,46,52,46.6272974634069
45,93,63,68.0055598486809
54,41,50,57.450984000880254
66,85,99,72.52086804779333
49,75,76,59.742199719247125
48,76,82,70.49037697520531
72,45,70,73.46247704344988
71,98,61,75.7902218437069
87,31,43,62.75666901072647
45,83,46,58.355926787803895
80,56,54,68.77142573051077
98,60,93,86.83794241385277
75,70,77,80.72428693792838
98,65,64,72.29628471945261
99,76,66,82.22374355194755
41,72,84,62.09369639738564
68,94,46,68.91884719755987
43,79,57,58.0323504321676
40,30,30,40.43285952465261
58,86,82,79.20064549720233
65,45,84,64.18723291305396
64,57,90,74.54751681808615
49,51,42,48.909316491035646
92,70,76,80.68232996641126
54,48,93,52.28441572594425
98,79,61,79.88355254452154
61,88,57,68.32357980458646
90,98,82,90.9282477459455
87,63,60,75.54720951460284
60,68,37,66.98246859969876
98,36,54,74.3556391570977
95,81,62,88.22233045343138
61,89,97,85.73989124577786
75,81,36,67.21776739587925
73,53,95,68.85545097642502
69,55,75,72.11228047802047
64,39,34,52.92916573462952
84,46,46,64.77826893923456
67,31,81,58.69720324687267
40,56,41,44.140151642453056
88,77,91,84.79501679290284
84,38,64,66.18603463668991
43,52,91,53.81272535067687
46,56,50,52.57705762924639
88,72,95,88.33270826493637
48,36,82,48.37657441427648
75,92,50,79.61310339366312
58,73,44,53.343140744667345
40,68,52,53.31878656708102
49,69,60,59.968758643543914
75,36,83,64.48134725162397
48,99,84,70.78694757343627
84,54,55,68.03264540753348
85,88,82,82.76174164128834
81,42,95,72.1025295085998
71,91,68,73.6685034372166
71,37,36,59.4976688118658
45,74,68,47.78728897573494
87,47,61,69.12711966054975
77,89,55,66.69619087311061
56,89,58,60.980751845036025
49,31,54,41.71595492900552
89,95,85,96.69793691557814
66,43,60,63.66840549679998
93,77,95,88.96346210837937
89,85,31,76.51931334438254
74,41,76,69.68744108023616
91,84,58,87.95677282762117
98,57,78,78.82601351876534
60,33,61,55.463809204503335
64,65,59,58.51775705382412
67,79,44,64.0526703730115
86,32,91,73.77101865743022
54,30,46,41.911501414109516
43,46,51,43.7250479976991
68,91,59,64.80631874079192
98,77,45,83.3541049381154
48,91,81,63.08719894631291
66,98,37,65.69434019755947
65,48,93,72.27618088385911
58,63,68,58.06331778039363
95,78,60,86.66243276905956
67,76,41,69.99614172695175
56,79,62,68.68649248304656
82,55,87,73.65421034216959
96,85,41,79.56402133627499
80,43,54,59.1334180276426
81,54,67,61.29246301109339
89,33,77,73.66114050707795
59,61,84,67.98596999266594
84,94,32,78.98487509332341
79,90,98,71.90935258585196
78,49,64,65.61393147959771
88,39,80,74.84768238095099
92,63,56,82.53276560459915
62,90,66,72.69457304264277
86,56,45,69.76946258050974
71,69,54,63.60578727817226
91,94,62,87.99277795909482
86,62,91,78.61583455557924
72,97,46,70.65317324682026
96,38,72,68.01287351795119
85,45,59,63.07142037385294
44,34,70,47.82460313185128
82,52,33,56.260612685563146
87,72,95,82.62946114538025
73,86,89,86.63904664679026
79,80,38,63.929408012235605
50,42,60,51.84628878039437
89,53,98,82.73589740476818
42,40,53,42.143541066819395
97,81,53,86.5106759326578
72,46,74,63.65981242580198
50,66,66,61.97638405019502
55,42,87,52.15958280196307
57,91,52,75.64524846389841
69,37,64,65.58625293234445
87,85,92,76.25141692582922
94,99,35,89.5621245998376
49,73,35,50.514899735103
57,89,59,74.16254909911271
77,70,30,70.5443475138357
58,50,92,56.96416367141841
75,71,37,69.07542655219817
98,58,57,74.2957850723187
52,94,62,69.2901918196246
95,46,82,77.93017905056332
85,59,67,69.95254944619298
42,55,81,47.01509359762081
49,82,40,58.250363415727264
77,48,31,61.42036203214446
40,82,82,60.21076721894341
94,46,97,76.3293751552424
95,75,36,74.78392954708576
66,82,96,71.31885450373251
85,93,38,81.68051436648832
47,74,92,53.303344575220756
90,78,40,81.15862422501031
85,48,66,69.72031181414607
81,94,43,79.90820705865137
56,66,48,60.49878062033179
48,99,37,61.68645933982126
45,55,36,44.24985406671076
82,31,88,73.43066497733312
64,88,92,68.22340365575485
78,34,36,62.908963833227105
88,66,84,74.98337306291691
99,60,32,72.27196056913033
67,77,96,82.95656306450684
72,35,47,67.04732321456167
93,44,74,75.4098554593943
76,44,65,57.426972829208744
48,90,45,64.2696221101434
57,45,58,53.40485361875247
95,49,88,74.48981666862258
98,73,47,81.39585106845217
60,71,78,60.351302490055275
41,75,75,58.97523540276109
97,63,58,74.39878244587926
82,93,99,78.86006280621305
98,58,79,73.89138026183088
99,32,84,72.86201242847824
77,38,56,63.60933968417946
97,54,36,78.17034667811778
79,71,70,81.93783179577466
75,75,40,60.440013434458244
89,88,34,76.57734181115971
99,50,95,80.44882346444184
82,51,85,72.7683953809359
76,58,41,70.65230913178992
54,92,71,69.60575995093654
67,90,39,72.6388348026644
57,93,57,78.8573497648757
73,98,36,65.27570904514216
61,69,43,57.42529371893587
50,30,98,56.456130783891226
97,94,90,96.0327572199558
96,91,80,96.54329514106675
52,83,71,63.18098390069264
43,89,37,56.62997151833314
61,75,79,65.01889156294483
46,34,30,44.519317320389426
82,51,98,76.11046367062391
93,82,40,86.11885130157964
63,99,77,83.65535531172762
43,61,39,41.19190878947161
67,40,44,62.12478817514337
54,39,76,58.55543260163422
40,68,54,50.41721496625224
94,60,35,76.20613753365971
42,41,40,38.76056462819869
53,67,46,62.60522798829961
77,96,44,76.59592346929779
89,95,45,86.43977122603006
96,81,85,86.14572855749982
40,34,95,50.60854001999749
77,40,65,67.92972161800176
77,54,67,69.63875278103117
60,64,32,58.40699373195874
87,64,47,68.30126864470702
68,51,83,67.4226869925798
44,66,46,47.227032154833
88,84,42,77.50819091452178
49,93,92,68.33533421359466
67,49,43,55.77686759825922
60,33,88,48.74186665185379
89,47,65,71.73233044807837
46,80,47,55.86235096095957
42,97,34,49.32305986760351
84,49,43,67.0063297273632
86,38,54,69.3301146148087
59,55,73,62.176370354746666
58,54,68,62.72842124786366
74,97,41,71.6650936583808
43,70,90,59.43608743638954
44,88,91,66.97087750623598
40,74,82,59.329951805806424
43,70,82,47.151640710953366
51,67,57,52.39557184790834
99,48,64,81.71172110139888
66,43,94,60.788333000752274
95,50,32,67.66540581912969
81,44,72,67.83935538397073
62,32,79,49.69824324348038
64,66,38,67.30082093848944
60,75,65,65.34345120281667
97,45,52,68.11769544706411
91,43,79,77.44228247979386
63,38,84,58.21637993503242
64,36,41,51.29387975460727
84,43,61,74.14427654083936
94,35,53,65.39403258724688
85,44,96,80.61392496492995
71,81,56,69.28901432889371
94,63,90,84.24126784152531
71,30,48,55.615647265345906
44,98,80,65.6769302624017
75,49,93,65.71631865934916
85,36,31,61.76586424173172
81,36,65,69.90743516290561
88,79,40,78.83403200209419
81,31,97,72.18963540012126
97,76,97,88.4120554737025
78,43,93,73.941803045988
55,60,30,53.29071338902075
72,79,55,75.01448026117646
88,90,40,79.49339963110401
60,70,31,60.18383789989533
48,43,69,48.283847750233065
45,34,33,42.77683242688262
90,34,66,62.10180110347975
84,93,90,86.22668214543584
74,58,34,57.713276332528714
78,34,44,75.52935701772458
61,65,96,72.46066755424238
80,48,55,59.980952443364714
93,93,35,74.56134945356884
44,51,73,43.17149698539935
81,63,87,71.10137465419575
62,85,75,67.25618062814746
